,REF_DATE,GEO,Type of fuel sales,UOM,SCALAR_FACTOR,VALUE
1849,2020,Yukon,Gross sales of gasoline,Litres,thousands,84870.0
1850,2020,Yukon,Net sales of diesel oil,Litres,thousands,57821.0
1851,2020,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1852,2020,Northwest Territories,Net sales of gasoline,Litres,thousands,39966.0
1853,2020,Northwest Territories,Gross sales of gasoline,Litres,thousands,46663.0
1854,2020,Northwest Territories,Net sales of diesel oil,Litres,thousands,100363.0
1855,2020,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1856,2020,Nunavut,Net sales of gasoline,Litres,thousands,13365.0
1857,2020,Nunavut,Gross sales of gasoline,Litres,thousands,13365.0
1858,2020,Nunavut,Net sales of diesel oil,Litres,thousands,11386.0
1859,2020,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1860,2021,Canada,Net sales of gasoline,Litres,thousands,38457491.0
1861,2021,Canada,Gross sales of gasoline,Litres,thousands,40191256.0
1862,2021,Canada,Net sales of diesel oil,Litres,thousands,17885992.0
1863,2021,Canada,Net sales of liquefied petroleum gas,Litres,thousands,683740.0
1864,2021,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,664687.0
1865,2021,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,678578.0
1866,2021,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,286017.0
1867,2021,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,2449.0
1868,2021,Prince Edward Island,Net sales of gasoline,Litres,thousands,215654.0
1869,2021,Prince Edward Island,Gross sales of gasoline,Litres,thousands,218888.0
1870,2021,Prince Edward Island,Net sales of diesel oil,Litres,thousands,52033.0
1871,2021,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1872,2021,Nova Scotia,Net sales of gasoline,Litres,thousands,1208100.0
1873,2021,Nova Scotia,Gross sales of gasoline,Litres,thousands,1222495.0
1874,2021,Nova Scotia,Net sales of diesel oil,Litres,thousands,398219.0
1875,2021,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,6054.0
1876,2021,New Brunswick,Net sales of gasoline,Litres,thousands,1045739.0
1877,2021,New Brunswick,Gross sales of gasoline,Litres,thousands,1098831.0
1878,2021,New Brunswick,Net sales of diesel oil,Litres,thousands,400895.0
1879,2021,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,5037.0
1880,2021,Quebec,Net sales of gasoline,Litres,thousands,7878877.0
1881,2021,Quebec,Gross sales of gasoline,Litres,thousands,8677423.0
1882,2021,Quebec,Net sales of diesel oil,Litres,thousands,3629139.0
1883,2021,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,74836.0
1884,2021,Ontario,Net sales of gasoline,Litres,thousands,13943943.0
1885,2021,Ontario,Gross sales of gasoline,Litres,thousands,14160316.0
1886,2021,Ontario,Net sales of diesel oil,Litres,thousands,5507779.0
1887,2021,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,42333.0
1888,2021,Manitoba,Net sales of gasoline,Litres,thousands,1495759.0
1889,2021,Manitoba,Gross sales of gasoline,Litres,thousands,1602872.0
1890,2021,Manitoba,Net sales of diesel oil,Litres,thousands,751117.0
1891,2021,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,143073.0
1892,2021,Saskatchewan,Net sales of gasoline,Litres,thousands,1673155.0
1893,2021,Saskatchewan,Gross sales of gasoline,Litres,thousands,1777366.0
1894,2021,Saskatchewan,Net sales of diesel oil,Litres,thousands,1310955.0
1895,2021,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,42437.0
1896,2021,Alberta,Net sales of gasoline,Litres,thousands,5501100.0
1897,2021,Alberta,Gross sales of gasoline,Litres,thousands,5678800.0
1898,2021,Alberta,Net sales of diesel oil,Litres,thousands,3244700.0
1899,2021,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,37700.0
1900,2021,British Columbia,Net sales of gasoline,Litres,thousands,4699080.0
1901,2021,British Columbia,Gross sales of gasoline,Litres,thousands,4928709.0
1902,2021,British Columbia,Net sales of diesel oil,Litres,thousands,2086759.0
1903,2021,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,329821.0
1904,2021,Yukon,Net sales of gasoline,Litres,thousands,66629.0
1905,2021,Yukon,Gross sales of gasoline,Litres,thousands,76131.0
1906,2021,Yukon,Net sales of diesel oil,Litres,thousands,60561.0
1907,2021,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1908,2021,Northwest Territories,Net sales of gasoline,Litres,thousands,41846.0
1909,2021,Northwest Territories,Gross sales of gasoline,Litres,thousands,47923.0
1910,2021,Northwest Territories,Net sales of diesel oil,Litres,thousands,117237.0
1911,2021,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1912,2021,Nunavut,Net sales of gasoline,Litres,thousands,22922.0
1913,2021,Nunavut,Gross sales of gasoline,Litres,thousands,22922.0
1914,2021,Nunavut,Net sales of diesel oil,Litres,thousands,40581.0
1915,2021,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
